30,55HCU183129
9,55HCU184125
5,55HCU184126
23,55HCU185127
37,55HCU185129
7,55HCU186127
17,55HCU186129
7,55HCU187127
32,55HCU187128
12,55HCU188128
9,55HCU189120
4,55HCU189121
2,55HCU189128
9,55HCU189140
39,55HCU190121
5,55HCU190122
8,55HCU191120
20,55HCU191121
22,55HCU192120
47,55HCU192124
15,55HCU193122
26,55HCU193140
1,55HCU193141
34,55HCU194121
4,55HCU194122
11,55HCU194137
3,55HCU195119
4,55HCU195120
24,55HCU195121
2,55HCU195122
54,55HCU195131
1,55HCU195137
6,55HCU196119
23,55HCU196121
4,55HCU196129
40,55HCU196130
42,55HCU196137
80,55HCU196138
27,55HCU197127
46,55HCU197133
45,55HCU198124
150,55HCU198125
5,55HCU198130
15,55HCU198134
46,55HCU198136
116,55HCU198140
40,55HCU199123
9,55HCU200122
21,55HCU200126
68,55HCU200130
13,55HCU200138
124,55HCU200140
67,55HCU201123
55,55HCU201126
142,55HCU201129
58,55HCU201135
73,55HCU201138
101,55HCU201139
140,55HCU202123
17,55HCU202127
239,55HCU202128
100,55HCU202129
3,55HCU202131
42,55HCU202132
4,55HCU202137
140,55HCU203110
84,55HCU203126
237,55HCU203134
39,55HCU203135
6,55HCU203136
130,55HCU203138
13,55HCU203139
36,55HCU204126
51,55HCU204127
56,55HCU204130
2,55HCU204134
40,55HCU204148
214,55HCU205108
29,55HCU205123
14,55HCU205133
64,55HCU205139
26,55HCU206117
4,55HCU206123
10,55HCU206125
302,55HCU206138
11,55HCU207114
18,55HCU207126
79,55HCU208117
5,55HCU208118
12,55HCU208123
31,55HCU208125
3,55HCU208127
17,55HCU208129
34,55HCU209112
26,55HCU209129
75,55HCU209130
53,55HCU209134
42,55HCU210115
68,55HCU210126
44,55HCU210141
62,55HCU211113
166,55HCU211115
10,55HCU211131
27,55HCU212112
239,55HCU212127
260,55HCU212133
40,55HCU213110
34,55HCU213118
10,55HCU213128
66,55HCU213131
33,55HCU214116
214,55HCU215103
237,55HCU215132
33,55HCU218131
379,55HCU220124
94,55HCU220133
195,55HCU221125
40,55HCU224135
52,55HCU279233
